,Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,age,Debut Age,Zodiac
644,Jay,Kim Jinhwan,1994-02-07,iKON,2015-09-15,YG,South Korea,,,Jeju,,,M,30.0,21.0,Aquarius
645,JB,Im Jaebum,1994-01-06,GOT7,2014-01-16,JYP,South Korea,179.0,63.0,Goyang,,,M,30.0,20.0,Capricorn
646,Jea,Kim Hyojin,1981-09-18,Brown Eyed Girls,2006-03-02,Mystic,South Korea,,,,,,F,42.0,24.0,Virgo
647,Jeewon,Kim Jiwon,1999-04-01,Cignature,2020-02-04,C9,South Korea,,,Busan,,Good Day,F,24.0,20.0,Aries
648,Jeff,Lee Jaeho,2005-04-21,EPEX,2021-06-08,C9,South Korea,179.0,61.0,,,,M,18.0,16.0,Taurus
649,Jehyun,Moon Jehyun,1999-04-20,OMEGA X,2016-10-17,JT Corea,South Korea,,,,,1TEAM,M,24.0,17.0,Taurus
650,Jei,Kim Jinhee,1989-09-05,Fiestar,2012-08-31,LOEN,South Korea,162.0,,Bucheon,,,F,34.0,22.0,Virgo
651,Jen,Kim Yehyeon,1997-03-27,UNVS,2020-02-23,CHITWN,South Korea,,,,,,M,26.0,22.0,Aries
652,Jenissi,Kim Taeyang,1991-08-02,,,,South Korea,,,Seoul,,Topp Dogg,M,32.0,,Leo
653,Jenna,Kim Minji,2006-10-06,Queenz Eye,2022-10-24,Big Mountain,South Korea,,,Changwon,,,F,17.0,16.0,Libra
654,Jennie,Kim Jennie,1996-01-16,BLACKPINK,2016-08-08,YG,South Korea,163.0,50.0,Anyang,,,F,28.0,20.0,Capricorn
655,Jenny,Lee Soyul,1996-09-04,,,,South Korea,165.0,47.0,Seoul,,DIA,F,27.0,,Virgo
656,Jeno,Lee Jeno,2000-04-23,NCT,2016-04-09,SM,South Korea,,,,NCT Dream,,M,23.0,15.0,Taurus
657,Jeon Woong,Jeon Woong,1997-10-15,AB6IX,2019-05-22,Brand New,South Korea,173.0,,,,,M,26.0,21.0,Libra
658,Jeonggyu,Lim Jeonggyu,1997-11-05,7 O'clock,2014-08-26,Jungle,South Korea,181.0,62.0,,,,M,26.0,16.0,Scorpio
659,Jeonghan,Yoon Jeonghan,1995-10-04,Seventeen,2015-05-26,Pledis,South Korea,175.0,54.0,Seoul,,,M,28.0,19.0,Libra
660,Jeonghee,Go Jeonghee,2000-03-11,Favorite,2017-07-05,Astory,South Korea,,,Incheon,,,F,24.0,17.0,Pisces
661,Jeongkyun,Jeong Jeongkyun,1987-11-27,,,,South Korea,180.0,60.0,,,N-Train| Bigflo,M,36.0,,Sagittarius
662,Jeongmin,Lee Jeongmin,1994-02-01,Boyfriend,2011-05-26,Starship,South Korea,173.0,60.0,Suwon,,,M,30.0,17.0,Aquarius
663,Jeongseung,Park Jeongseung,2002-05-20,D-CRUNCH,2018-08-06,All-S,South Korea,,,,,,M,21.0,16.0,Taurus
664,Jeonguk,Kim Jeonguk,1993-03-20,24K,2012-09-06,Choeun,South Korea,178.0,58.0,Busan,,,M,30.0,19.0,Pisces
665,Jeongwoo,Park Jeongwoo,2004-09-28,Treasure,2020-08-07,YG,South Korea,,,,,,M,19.0,15.0,Libra
666,Jeongyeon,Yoo Jeongyeon,1996-11-01,Twice,2015-10-20,JYP,South Korea,168.0,,Suwon,,,F,27.0,18.0,Scorpio
667,Jeonyul,Jeon Yuri,1994-03-20,Stellar,2011-08-28,Pascal,South Korea,,,Seoul,,,F,29.0,17.0,Pisces
668,Jerome,Oh Sungmin,2001-08-25,TOO,2020-04-01,n.CH,South Korea,,,,,,M,22.0,18.0,Virgo
669,Jerrry,Ahn Sohyun,1992-08-27,Tahiti,2012-06-23,J-line,South Korea,,,Seoul,,,F,31.0,19.0,Virgo
670,Jessica,Jessica Jung,1989-04-18,,,,South Korea,,,,,SNSD,F,34.0,,Aries
671,Jewon,Woo Jewon,1998-11-28,NINE.i,2022-03-30,FirstOne,South Korea,170.0,55.0,,,,M,25.0,23.0,Sagittarius
672,J-Hoon,Lim Junghoon,1990-07-15,B.I.G,2014-07-09,GH,South Korea,172.0,62.0,Seoul,,,M,33.0,23.0,Cancer
673,J-Hope,Jung Hoseok,1994-02-18,BTS,2013-06-13,Big Hit,South Korea,177.0,65.0,Gwangju,,,M,30.0,19.0,Aquarius
674,Ji Hansol,Ji Hansol,1994-11-21,Newkidd,2019-04-25,J-FLO,South Korea,182.0,63.0,Busan,,UNB,M,29.0,24.0,Scorpio
675,Jia,Yoon Jia,2004-01-16,mimiimiii,2015-04-27,Midas,South Korea,166.0,,Incheon,,,F,20.0,11.0,Capricorn
676,Jia,Yoon Jia,2004-01-16,mimiirose,2022-09-16,YES IM,South Korea,165.0,,Incheon,,,F,20.0,18.0,Capricorn
677,Jia,Meng Jia,1989-02-03,miss A,2010-07-01,JYP,China,166.0,,Changja,,,F,35.0,21.0,Aquarius
678,Jia,Guo Jiajia,2005-07-30,TRI.BE,2021-02-17,TR - Mellow,China,,,,,,F,18.0,15.0,Leo
679,Jiae,Yoo Jiae,1993-05-21,Lovelyz,2014-11-17,Woollim,South Korea,163.0,43.0,Seoul,,,F,30.0,21.0,Gemini
680,Jiae,Kim Jiae,1995-10-31,Wassup,2013-08-07,Mafia,South Korea,,,,,,F,28.0,17.0,Scorpio
681,Jiahn,Yoo Jiahn,1992-04-01,IN2IT,2016-01-27,Star Empire,South Korea,176.0,57.0,,,,M,31.0,23.0,Aries
682,Jian,Kim Jian,2006-11-04,,,,South Korea,,,,,LIGHTSUM,F,17.0,,Scorpio
683,Jian,Kwon Jieun,2001-03-14,LUNARSOLAR,2020-09-02,J Planet,South Korea,,,,,S.E.T,F,23.0,19.0,Pisces
684,Jibeom,Kim Jibeom,1999-02-03,Golden Child,2017-08-28,Woollim,South Korea,,,,,,M,25.0,18.0,Aquarius
685,Jieun,Park Jieun,1997-09-04,,,,South Korea,166.0,49.0,,,Purple Kiss,F,26.0,,Virgo
686,Jieun,Choi Jieun,2001-03-03,Bling Bling,2020-11-17,Major9,South Korea,,,,,,F,23.0,19.0,Pisces
687,Jieun,Song Jieun,1990-05-05,SECRET,2009-10-13,TS,South Korea,,,Seoul,,,F,33.0,19.0,Taurus
688,Jihan,Han Jihyo,2004-07-12,Weeekly,2020-07-30,Play M,South Korea,,,,,,F,19.0,16.0,Cancer
689,Jiheon,Baek Jiheon,2003-04-17,fromis_9,2018-01-24,Off The Record,South Korea,,,Jeolla,,,F,20.0,14.0,Aries
690,Jiho,Kim Jiho,1997-04-04,,,,South Korea,165.0,49.0,Okcheon,,Oh My Girl,F,26.0,,Aries
691,Jiho,Jang Jiho,2004-08-10,NINE.i,2022-03-30,FirstOne,South Korea,,,Gyeonggi,,,M,19.0,17.0,Leo
692,Jihoo,Lim Soojung,1998-08-05,IZ,2017-08-31,Music K,South Korea,,,,,,M,25.0,19.0,Leo
693,Jihoon,Park Jihoon,2000-03-14,Treasure,2020-08-07,YG,South Korea,,,Busan,,,M,24.0,20.0,Pisces
694,Jihoon,Park Jihoon,1999-05-29,Wanna One,2017-08-07,YMC,South Korea,,,Masan,,,M,24.0,18.0,Gemini
695,Jihun,Kim Jihun,1995-02-20,KNK,2016-03-03,YNB,South Korea,186.0,73.0,,,,M,29.0,21.0,Pisces
696,Jihun,Kim Jihun,2000-01-09,TRCNG,2017-10-10,TS,South Korea,176.0,,Daegu,,,M,24.0,17.0,Capricorn
697,Jihyo,Lee Jihyo,2001-04-22,PRECIOUS,2020-09-23,Umi,South Korea,166.0,49.0,Gyeonggi,,,F,22.0,19.0,Taurus
698,Jihyo,Park Jisoo,1997-02-01,Twice,2015-10-20,JYP,South Korea,162.0,,Guri,,,F,27.0,18.0,Aquarius
699,Jihyun,Nam Jihyun,1990-01-09,4minute,2009-06-15,Cube,South Korea,167.0,,Seoul,,,F,34.0,19.0,Capricorn
700,Jimin,Shin Jimin,1991-01-08,,,,South Korea,160.0,43.0,Seoul,AOA BLACK,AoA,F,33.0,,Capricorn
701,Jimin,Park Jimin,1995-10-13,BTS,2013-06-13,Big Hit,South Korea,175.0,61.0,Busan,,,M,28.0,17.0,Libra
702,Jimin,Won Jimin,2007-11-25,CLASS:y,2022-05-05,Universal,South Korea,171.0,,,,,F,16.0,14.0,Sagittarius
703,Jin,Kim Seokjin,1992-12-04,BTS,2013-06-13,Big Hit,South Korea,179.0,63.0,Gwacheon,,,M,31.0,20.0,Sagittarius
704,JIN,Park Myungeun,1996-06-12,Lovelyz,2014-11-17,Woollim,South Korea,165.0,47.0,Busan,,,F,27.0,18.0,Gemini
705,Jin Jin,Park Jinwoo,1996-03-15,ASTRO,2016-02-23,Fantagio,South Korea,,,Nowon,,,M,28.0,19.0,Pisces
706,JinE,Shin Hyejin,1995-01-22,,,,South Korea,160.0,48.0,Pohang,,Oh My Girl,F,29.0,,Aquarius
707,Jingyu,Lee Jingyu,1998-04-22,Astin,2022-11-16,AB Creative,South Korea,,,,,,M,25.0,24.0,Taurus
708,Jinha,Kim Jinha,2003-11-21,TRI.BE,2021-02-17,TR - Mellow,South Korea,,,,,,F,20.0,17.0,Scorpio
709,Jinho,Jo Jinho,1992-04-17,PENTAGON,2016-10-10,Cube,South Korea,,,,,,M,31.0,24.0,Aries
710,Jinhong,Kim Jinhong,1998-01-02,24K,2012-09-06,Choeun,South Korea,180.0,53.0,Seoul,,,M,26.0,14.0,Capricorn
711,Jinhoo,Kim Jinwook,1995-08-02,UP10TION,2015-09-10,TOP Media,South Korea,,,Changwon,,,M,28.0,20.0,Leo
712,Jinhui,,1996-11-21,Lusty,2019-06-26,babaplay,South Korea,160.0,42.0,Seongnam,,,F,27.0,22.0,Scorpio
713,Jinhwa,Choi Jinhwa,2002-01-15,BLITZERS,2021-05-12,Wuzo,South Korea,180.0,64.0,,,,M,22.0,19.0,Capricorn
714,Jinju,Park Jinju,1990-04-28,,,,South Korea,,,,,Wassup,F,33.0,,Taurus
715,Jinkwon,Kim Jinkwon,2001-01-31,Newkidd,2019-04-25,J-FLO,South Korea,,,,,,M,23.0,18.0,Aquarius
716,Jinni,Choi Yujin,2004-04-16,,,,South Korea,,,,,NMIXX,F,19.0,,Aries
717,Jinny,Park Jinhee,1998-01-19,SECRET NUMBER,2020-05-19,Vine,South Korea,,,California,,,F,26.0,22.0,Capricorn
718,Jinsik,Han Jinsik,2004-07-30,xikers,2023-03-30,KQ,South Korea,,,Incheon,,,M,19.0,18.0,Leo
719,Jinsol,Lee Jinsol,2001-12-04,APRIL,2015-08-24,DSP,South Korea,,,Andong,,,F,22.0,13.0,Sagittarius
720,JinSoul,Jung Jinsol,1997-06-13,LOONA,2018-08-20,Blockberry,South Korea,,,,Loona Odd Eye Circle| ARTMS,,F,26.0,21.0,Gemini
721,Jinsung,Jung Jinsung,2002-03-30,1the9,2019-02-09,MBK,South Korea,176.0,58.0,Seoul,,,M,21.0,16.0,Aries
722,Jinu,Kim Jinwoo,1991-09-26,WINNER,2014-08-12,YG,South Korea,,,Imja,,,M,32.0,22.0,Libra
723,Jinwoo,Lee Jinwoo,2004-09-13,Ghost9,2020-09-23,Maroo,South Korea,176.0,57.0,,TEEN TEEN,,M,19.0,16.0,Virgo
724,Jinyoung,Jung Jinyoung,1991-11-18,,,,South Korea,178.0,58.0,Chungju,,B1A4,M,32.0,,Scorpio
725,Jinyoung,Bae Jinyoung,2000-05-10,CIX,2019-07-23,C9,South Korea,,,Seoul,,Wanna One,M,23.0,19.0,Taurus
726,Jinyoung,Woo Jinyoung,1997-05-31,D1CE,2019-08-01,Happyface,South Korea,170.0,51.0,,,,M,26.0,22.0,Gemini
727,Jinyoung,Park Jinyoung,1994-09-22,GOT7,2014-01-16,JYP,South Korea,178.0,63.0,Changwon,,,M,29.0,19.0,Virgo
728,Jisan,Choi Jinsang,1999-11-03,Hot Blood Youth,2017-05-17,FNC,South Korea,,,,,,M,24.0,17.0,Scorpio
729,Jisoo,Kim Jisoo,1995-01-03,BLACKPINK,2016-08-08,YG,South Korea,162.0,45.0,Seoul,,,F,29.0,21.0,Capricorn
730,Jisoo,Jung Jisoo,2003-11-22,Busters,2017-11-27,JTG,South Korea,,,,,,F,20.0,14.0,Sagittarius
731,Jisoo,Seo Jisoo,1994-02-11,Lovelyz,2014-11-17,Woollim,South Korea,165.0,46.0,Incheon,,,F,30.0,20.0,Aquarius
732,Jisoo,Shin Jisoo,1994-02-28,Tahiti,2012-06-23,J-line,South Korea,,,Chuncheon,,,F,30.0,18.0,Pisces
733,Jisook,Kim Jisook,1990-07-18,Rainbow,2009-11-12,DSP,South Korea,164.0,41.0,Suwon,Rainbow Pixie,,F,33.0,19.0,Cancer
734,Jisu,Choi Jisu,2000-01-19,TOO,2020-04-01,n.CH,South Korea,,,,,,M,24.0,20.0,Capricorn
735,Jisun,Roh Jisun,1998-11-23,fromis_9,2018-01-24,Off The Record,South Korea,,,Seoul,,,F,25.0,19.0,Sagittarius
736,Jisun,Hwang Jisun,1989-10-17,S#aFLA,2021-07-14,Winnerzone,South Korea,165.0,46.0,,,Girl's Day| New F.O,F,34.0,31.0,Libra
737,Jisung,Park Jisung,2002-02-05,NCT,2016-04-09,SM,South Korea,,,,NCT Dream,,M,22.0,14.0,Aquarius
738,Jisung,Kim Jisung,2000-12-21,TRCNG,2017-10-10,TS,South Korea,171.0,,,,,M,23.0,16.0,Sagittarius
739,Jisung,Yoon Jisung,1991-03-08,Wanna One,2017-08-07,YMC,South Korea,,,Wonju,,,M,33.0,26.0,Pisces
740,Jiu,Kim Minji,1994-05-17,Dreamcatcher,2017-01-13,Happy Face,South Korea,167.0,,Daejeon,,Minx,F,29.0,22.0,Taurus
741,Jiung,Choi Jiwoong,2001-10-07,P1Harmony,2020-10-28,FNC,South Korea,,,,,,M,22.0,19.0,Libra
742,Jiwon,Park Jiwon,1997-03-17,BOTOPASS,2020-08-26,WKS ENE,South Korea,165.0,45.0,,,ILUV,F,26.0,23.0,Pisces
743,Jiwon,Heo Jiwon,2000-09-04,Cherry Bullet,2019-01-21,FNC,South Korea,,,,,,F,23.0,18.0,Virgo
744,Jiwon,Park Jiwon,1998-03-20,fromis_9,2018-01-24,Off The Record,South Korea,,,Busan,,,F,25.0,19.0,Pisces
745,Jiwon,Yang Jiwon,1988-04-05,UNI.T,2018-05-18,Unit Culture,South Korea,,,Seoul,SPICA-S,SPICA,F,35.0,30.0,Aries
746,Jiwoo,Jeon Jiwoo,1996-10-04,KARD,2007-03-29,DSP,South Korea,,,,,,F,27.0,10.0,Libra
747,Jiwoo,Kim Jiwoo,2005-04-13,NMIXX,2022-02-22,JYP,South Korea,,,,,,F,18.0,16.0,Aries
748,Jiwoo,Lee Jiwoo,2005-10-24,tripleS,2023-02-13,MODHAUS,South Korea,,,,,,F,18.0,17.0,Scorpio
749,Jiyeon,Park Jiyeon,1993-06-07,T-ara,2009-07-29,MBK,South Korea,167.0,45.0,Seoul,,,F,30.0,16.0,Gemini
750,Jiyoon,Shin Jiyoon,2002-03-02,,,,South Korea,,,,,Weeekly,F,22.0,,Pisces
751,Jiyoon,Jeon Jiyoon,1990-10-15,4minute,2009-06-15,Cube,South Korea,165.0,,Seoul,2YOON,,F,33.0,18.0,Libra
752,Jiyoon,Woo Jiyoon,1996-01-06,Bolbbalgan4,2016-04-22,Shofar,South Korea,,,Yeongju,,,F,28.0,20.0,Capricorn
753,Jiyoon,Jeong Jiyoon,2000-09-15,ICHILLIN',2021-09-08,KM,South Korea,168.0,,,,,F,23.0,20.0,Virgo
754,Jiyou,Im Changsook,1989-06-15,Two X,2012-08-20,J. Tune,South Korea,,,,,,F,34.0,23.0,Gemini
755,Jiyoung,Ahn Jiyoung,1995-09-14,Bolbbalgan4,2016-04-22,Shofar,South Korea,,,Yeongju,,,F,28.0,20.0,Virgo
756,Jiyoung,Kang Jiyoung,1994-01-18,KARA,2007-03-29,DSP,South Korea,,,Paju,,,F,30.0,13.0,Capricorn
757,Jiyul,Yang Jungyoon,1991-07-30,,,,South Korea,,,Seoul,,Dal Shabet,F,32.0,,Leo
758,JJ,Jun Jihyeok,1998-12-11,DUSTIN,2020-01-06,LPA,South Korea,,,,,,M,25.0,21.0,Sagittarius
759,JK,Kim Jikang,1998-03-17,Girlkind,2018-01-16,Nextlevel,South Korea,,161.0,,,,F,25.0,19.0,Pisces
760,JM,Chu Jimin,2001-10-11,JUST B,2021-06-30,Bluedot,South Korea,173.0,,,,,M,22.0,19.0,Libra
761,J-Min,Jeon Minwook,1999-10-16,BAE173,2020-11-19,PocketDol,South Korea,,,,,,M,24.0,21.0,Libra
762,Johnny,John Seo,1995-02-09,NCT,2016-04-09,SM,USA,,,Chicago,NCT 127,,M,29.0,21.0,Aquarius
763,Johyun,Shin Jiwon,1996-04-14,Berry Good,2014-05-21,Asia Bridge,South Korea,,,,,,F,27.0,18.0,Aries
764,Jongho,Choi Jongho,2000-10-12,ATEEZ,2018-10-24,KQ,South Korea,176.0,,,,,M,23.0,18.0,Libra
765,Jonghoon,Choi Jonghoon,1990-03-07,FTISLAND,2007-06-07,FNC,South Korea,,,Seoul,,,M,34.0,17.0,Pisces
766,Jonghwan,Jo Jonghwan,1992-11-23,100%,2012-09-18,TOP Media,South Korea,,,Seoul,,,M,31.0,19.0,Sagittarius
767,Jonghyeong,Kim Jonghyeong,2002-04-13,Dongkiz,2019-04-24,Dongyo,South Korea,178.0,65.0,,,,M,21.0,17.0,Aries
768,Jonghyun,Lee Jonghyun,1990-05-15,CNBLUE,2010-01-14,FNC,South Korea,,,Busan,,,M,33.0,19.0,Taurus
769,Jonghyun†,Kim Jonghyun,1990-04-08,,,,South Korea,173.0,56.0,Seoul,,SHINee,M,33.0,,Aries
770,Jongseob,Kim Jongseob,2005-11-19,P1Harmony,2020-10-28,FNC,South Korea,173.0,,,,,M,18.0,14.0,Scorpio
771,Jongup,Moon Jongup,1995-02-06,B.A.P,2012-01-27,TS,South Korea,176.0,66.0,Seoul,,,M,29.0,16.0,Aquarius
772,JOO,Jung Minjoo,1990-10-11,,,,South Korea,,,Seoul,,,F,33.0,,Libra
773,Joo E,Lee Joowon,1999-08-18,MOMOLAND,2016-11-09,Double Kick,South Korea,164.0,45.0,Bucheon,,,F,24.0,17.0,Leo
774,JooA,Lee Juhyun,2002-03-04,Hi-L,2021-08-11,Kpop Live,South Korea,173.0,,,,,F,22.0,19.0,Pisces
775,Jooan,Im Jimyoung,1996-10-04,We In The Zone,2019-05-27,Choon,South Korea,173.0,58.0,Dongtan,,,M,27.0,22.0,Libra
776,Joochan,Hong Joochan,1999-07-31,Golden Child,2017-08-28,Woollim,South Korea,,,,,,M,24.0,18.0,Leo
777,Jooheon,Lee Jooheon,1994-10-06,MONSTA X,2014-05-14,Starship,South Korea,,,Daegu,,,M,29.0,19.0,Libra
778,Joohyoung,Kim Joohyoung,2003-03-15,NINE.i,2022-03-30,FirstOne,South Korea,,,,,,M,21.0,19.0,Pisces
779,Joonie,Park Junhee,2002-05-24,ICHILLIN',2021-09-08,KM,USA,,,,,,F,21.0,19.0,Gemini
780,Jooyeon,Lee Jooyeon,1987-03-19,,,,South Korea,,,Seoul,,After School,F,36.0,,Pisces
781,Joshua,Hong Jisoo,1995-12-30,Seventeen,2015-05-26,Pledis,USA,176.0,63.0,Los Angeles,,,M,28.0,19.0,Capricorn
782,Joy,Park Sooyoung,1996-09-03,Red Velvet,2014-08-01,SM,South Korea,163.0,,Jeju,,,F,27.0,17.0,Virgo
783,JR,Kim Jonghyun,1995-06-08,NU'EST,2012-03-15,Pledis,South Korea,,,Gangwon,NU'EST W,,M,28.0,16.0,Gemini
784,Judy,Kim Dahye,1995-05-16,Blackswan,2020-10-16,DR,South Korea,,,,,,F,28.0,25.0,Taurus
785,Jueun,Jo Jueun,2001-01-27,ARIAZ,2019-10-23,Rising Star,South Korea,,,,,,F,23.0,18.0,Aquarius
786,Jueun,Lee Jooeun,1995-07-07,DIA,2015-07-14,MBK,South Korea,,,Suwon,BinChaenHyunSeuS,,F,28.0,20.0,Cancer
787,Juhaknyeon,Ju Haknyeon,1999-03-09,The Boyz,2017-12-31,Cre.Ker,South Korea,175.0,58.0,Jeju,,,M,25.0,18.0,Pisces
788,Juhan,Hong Seunghyun,2001-06-21,BLITZERS,2021-05-12,Wuzo,South Korea,,,,,,M,22.0,19.0,Cancer
789,Juhyeon,Lee Juhyeon,2004-04-08,LIGHTSUM,2021-06-10,Cube,South Korea,171.0,48.0,,,,F,19.0,17.0,Aries
790,Juhyun,Cha Juhyun,2000-04-01,Bling Bling,2020-11-17,Major9,South Korea,,,,,,F,23.0,20.0,Aries
791,Juju,Park Juyoung,1996-01-03,Gate9,1999-01-26,JYP| SidusHQ,South Korea,168.0,,Changwon,,,F,28.0,3.0,Capricorn
792,Jukang,Lee Hyowon,2002-11-22,JWiiver,2022-02-17,JTG,South Korea,186.0,,Daegu,,,M,21.0,19.0,Sagittarius
793,Jun,Park Junhee,1994-06-02,A.C.E,2017-05-23,Beat,South Korea,,,Jeolla,,,M,29.0,22.0,Gemini
794,Jun,Weng Junhui,1996-06-10,Seventeen,2015-05-26,Pledis,China,180.0,63.0,Shenzen,,,M,27.0,18.0,Gemini
795,Jun,Lee Junyoung,1997-01-22,U-KISS,2008-08-28,NH Media,South Korea,,,,,,M,27.0,11.0,Aquarius
796,Jun H.,Im Joonhyun,1991-08-28,UNVS,2020-02-23,CHITWN,South Korea,,,,,,M,32.0,28.0,Virgo
797,Jun Jin,Park Choongjae,1980-08-19,Shinhwa,1998-03-24,SM| Good| Shinhwa,South Korea,182.0,75.0,Seoul,,,M,43.0,17.0,Leo
798,Jun. K,Kim Minjun,1988-01-15,2PM,2008-07-04,JYP,South Korea,180.0,68.0,Daegu,,,M,36.0,20.0,Capricorn
799,Ju-ne,Koo Junhoe,1997-03-31,iKON,2015-09-15,YG,South Korea,,,Seoul,,,M,26.0,18.0,Aries
800,Jungah,Kim Jungah,1983-08-02,,,,South Korea,,,Incheon,,After School,F,40.0,,Leo
801,Junghoon,Lee Junghoon,2000-07-04,1TEAM,2019-03-27,LiveWorks,South Korea,,,,,,M,23.0,18.0,Cancer
802,Junghoon,Han Jeonghoon,2000-02-14,OMEGA X,2016-10-17,JT Corea,South Korea,177.0,61.0,,,ENOi,M,24.0,16.0,Aquarius
803,Junghoon,Kim Junghoon,2005-07-05,xikers,2023-03-30,KQ,South Korea,,,,,,M,18.0,17.0,Cancer
804,Junghun,Jang Junghun,1999-02-27,Astin,2022-11-16,AB Creative,South Korea,,,,,,M,25.0,23.0,Pisces
805,Junghwa,Park Junghwa,1995-05-08,EXID,2012-02-16,Yedang,South Korea,169.0,,Anyang,,EXID,F,28.0,16.0,Taurus
806,Junghwan,So Junghwan,2005-02-18,Treasure,2020-08-07,YG,South Korea,,,,,,M,19.0,15.0,Aquarius
807,Jungkook,Jeon Jungkook,1997-09-01,BTS,2013-06-13,Big Hit,South Korea,178.0,66.0,Busan,,,M,26.0,15.0,Virgo
808,Jungmo,Koo Jungmo,2000-02-05,CRAVITY,2020-04-14,Starship,South Korea,181.0,58.0,,,,M,24.0,20.0,Aquarius
809,Jungshin,Lee Jungshin,1991-09-15,CNBLUE,2010-01-14,FNC,South Korea,,,,,,M,32.0,18.0,Virgo
810,Jungwon,Yang Jungwon,2004-02-09,ENHYPEN,2020-11-30,Be:lift,South Korea,,,,,,M,20.0,16.0,Aquarius
811,Jungwoo,Uhm Jungwoo,1999-04-02,BVNDIT,2019-04-10,MNH,South Korea,,,,,,F,24.0,20.0,Aries
812,Jungwoo,Kim Jungwoo,1998-02-19,NCT,2016-04-09,SM,South Korea,,,,,,M,26.0,18.0,Pisces
813,Junho,Lee Junho,1990-01-25,2PM,2008-07-04,JYP,South Korea,178.0,67.0,Ilsan,,,M,34.0,18.0,Aquarius
814,Junho,Cha Junho,2002-07-09,DRIPPIN,2020-10-26,Woollim,South Korea,178.0,63.0,,,X1,M,21.0,18.0,Cancer
815,Junhyeok,Kim Junhyeok,1993-07-17,,,,South Korea,,,,,DAY6,M,30.0,,Cancer
816,Junhyeok,Cheon Junhyeok,2004-09-20,TNX,2022-05-17,P NATION,South Korea,,,Gyeonggi,,,M,19.0,17.0,Virgo
817,Junhyuk,Choi Junhyuk,1992-04-21,HOTSHOT,2014-10-29,Star Crew,South Korea,,,Ulsan,,,M,31.0,22.0,Taurus
818,Junhyuk,Lee Junhyuk,2000-05-16,Mirae,2021-03-17,DSP,South Korea,180.0,63.0,Seoul,,,M,23.0,20.0,Taurus
819,Junhyung,Son Junhyung,2000-10-21,Ghost9,2020-09-23,Maroo,South Korea,,,,,,M,23.0,19.0,Libra
820,Junhyung,Yong Junyung,1989-12-19,Highlight,2009-10-14,Around Us,South Korea,178.0,64.0,Seoul,,Beast,M,34.0,19.0,Sagittarius
821,Junji,Kim Junhyung,1998-04-06,OnlyOneOf,2019-05-28,RSVP,South Korea,,,,,,M,25.0,21.0,Aries
822,Junkyu,Kim Junkyu,2000-09-09,Treasure,2020-08-07,YG,South Korea,,,,,,M,23.0,19.0,Virgo
823,Junmin,Ryu Junmin,2003-04-05,ATBO,2022-07-27,IST,South Korea,172.0,,Jinju,,,M,20.0,19.0,Aries
824,Junmin,Park Junmin,2003-05-24,xikers,2023-03-30,KQ,South Korea,,,Seoul,,,M,20.0,19.0,Gemini
825,JunQ,Kang Junkyu,1993-08-09,MYNAME,2011-10-27,H2,South Korea,,,Uljeongbu,,,M,30.0,18.0,Leo
826,Junseo,Park Junseo,2001-12-28,BAE173,2020-11-19,PocketDol,South Korea,,,,,,M,22.0,18.0,Capricorn
827,Junseo,Hwang Junseo,2001-01-16,DKB,2020-02-03,Brave,South Korea,182.0,67.0,,,,M,23.0,19.0,Capricorn
828,Junseo,Kim Junseo,2001-11-20,WEi,2020-10-05,OUI,South Korea,177.0,64.0,Ulsan,,1the9,M,22.0,18.0,Scorpio
829,Junseok,Oh Junseok,2003-03-03,ATBO,2022-07-27,IST,South Korea,174.0,,Jeju,,,M,21.0,19.0,Pisces
830,Junseong,Choi Junseong,2002-09-29,Ghost9,2020-09-23,Maroo,South Korea,170.0,55.0,,,,M,21.0,17.0,Libra
831,Juntae,Kim Juntae,1995-09-04,MY.st,2020-03-26,MYStar,South Korea,,,,,,M,28.0,24.0,Virgo
832,Junwook,Kim Junwook,2002-01-10,TheEastLight,2018-11-15,Stardium,South Korea,,,,,,M,22.0,16.0,Capricorn
833,Junyoung,Lee Junyoung,2000-09-23,IZ,2017-08-31,Music K,South Korea,,,,,,M,23.0,16.0,Libra
834,Juri,Takahashi Juri,1997-10-03,Rocket Punch,2019-08-07,Woollim,Japan,160.0,44.0,,,,F,26.0,21.0,Libra
835,J-Us,Lee Seungjoon,1995-01-13,ONF,2017-08-02,WM,South Korea,,,Seoul,,,M,29.0,22.0,Capricorn
836,Juyeon,Lee Juyeon,2001-11-06,Saturday,2018-07-18,SD,South Korea,164.0,44.0,,,,F,22.0,16.0,Scorpio
837,Juyeon,Lee Juyeon,1998-01-16,The Boyz,2017-12-31,Cre.Ker,South Korea,180.0,67.0,,,,M,26.0,19.0,Capricorn
838,K.Me,Na Miri,1992-04-10,BADKIZ,2014-03-24,Zoo,South Korea,,,Yeosu,,,F,31.0,21.0,Aries
839,Kady,Gu Dokyoung,1995-04-07,Gate9,1999-01-26,JYP| SidusHQ,South Korea,168.0,,Busan,,,F,28.0,3.0,Aries
840,Kaede,Yamada Kaede,2005-12-20,tripleS,2023-02-13,MODHAUS,Japan,160.0,,Toyama,,,F,18.0,17.0,Sagittarius
841,Kaeun,Lee Kaeun,1994-08-20,After School,2009-01-15,Pledis,South Korea,,,Seoul,,,F,29.0,14.0,Leo
